Adv Roll No,SC
242024293,1940
241109463,1941
246088475,1942
245067062,1943
241128132,1944
246019091,1945
244025018,1946
246090291,1947
242049045,1948
241041040,1949
247035073,1950
242091107,1951
247024462,1952
241045022,1953
245060034,1954
247004331,1955
243030152,1956
243026074,1957
244065060,1958
242077137,1959
241084124,1960
245065075,1961
245050190,1962
247020008,1963
242072182,1964
246135297,1965
247051466,1966
241121052,1967
246052164,1968
246130011,1969
242027297,1970
246172188,1971
246018057,1972
246155087,1973
247035554,1974
245062512,1975
242094022,1976
247045155,1977
246023195,1978
244009021,1979
243043087,1980
243010109,1981
243048057,1982
246039274,1983
242089033,1984
246017051,1985
244011114,1986
241005224,1987
241051095,1988
242056047,1989
242074029,1990
241106027,1991
246027353,1992
244076121,1993
246119179,1994
244024140,1995
241134089,1996
245005163,1997
241136169,1998
247039274,1999
247008298,2000
242092072,2001
245063377,2002
241110255,2003
242024256,2004
244010349,2005
242083287,2006
242088172,2007
246159114,2008
242022348,2009
246050097,2010
241102069,2011
246039930,2012
241053223,2013
241135643,2014
243039121,2015
246171286,2016
242008128,2017
246069077,2018
246008211,2019
243014079,2020
242075289,2021
245032239,2022
244021158,2023
241039170,2024
241153114,2025
241087145,2026
247039104,2027
241107181,2028
244030235,2029
241116386,2030
246166062,2031
247012044,2032
247035667,2033
244021079,2034
242059022,2035
245063335,2036
241135160,2037
241115092,2038
241087190,2039
242064346,2040
245068041,2041
246156292,2042
241116120,2043
246130123,2044
246148035,2045
241054176,2046
242015272,2047
247032033,2048
245015188,2049
247010002,2050
241061132,2051
241149060,2052
241133040,2053
246022048,2054
244052185,2055
242085091,2056
245009283,2057
246019026,2058
241114167,2059
244025452,2060
245022323,2061
246039178,2062
241099039,2063
242026101,2064
245066191,2065
241032103,2066
247031057,2067
245058285,2068
242016247,2069
247004541,2070
245030426,2071
242098095,2072
246101100,2073
246151089,2074
247012034,2075
244020311,2076
241113119,2077
244023132,2078
244015664,2079
242006092,2080
245006294,2081
246122115,2082
241112277,2083
247054175,2084
241101757,2085
241006009,2086
241134128,2087
242014394,2088
245010509,2089
241138010,2090
246201022,2091
242043468,2092
241143105,2093
247022229,2094
244025107,2095
245058089,2096
244015538,2097
246011058,2098
246048465,2099
241102374,2100
245029276,2101
241053291,2102
245064218,2103
241110353,2104
244036275,2105
246018132,2106
241109490,2107
244029204,2108
242009035,2109
246029184,2110
246044194,2111
246160216,2112
246053400,2113
247021049,2114
246011146,2115
242085046,2116
245065093,2117
241135710,2118
242087030,2119
245058127,2120
245057070,2121
241123017,2122
242088195,2123
241136066,2124
241033093,2125
242064088,2126
245067079,2127
241077072,2128
246153035,2129
244066072,2130
242024008,2131
242086040,2132
247053450,2133
245066158,2134
241110149,2135
241004311,2136
241003552,2137
241082098,2138
243052112,2139
244047187,2140
242033266,2141
241114238,2142
247013064,2143
246120187,2144
242055181,2145
246081068,2146
247004065,2147
241127119,2148
244038062,2149
246160019,2150
242014005,2151
246196222,2152
243052207,2153
244051076,2154
243052387,2155
241135608,2156
247051558,2157
245063241,2158
243049103,2159
242077262,2160
246160579,2161
242073234,2162
242062285,2163
244054133,2164
241155086,2165
245005490,2166
242045014,2167
247011077,2168
246149325,2169
245008165,2170
246005113,2171
247003003,2172
244036376,2173
241004012,2174
246050174,2175
241047035,2176
241049393,2177
241146089,2178
245064131,2179
242055221,2180
245067143,2181
247024195,2182
244005047,2183
246062017,2184
241049328,2185
243011342,2186
241080023,2187
246144065,2188
247004040,2189
242091120,2190
247004439,2191
246151019,2192
246014167,2193
246022218,2194
247017075,2195
246018111,2196
247042598,2197
241140061,2198
241086006,2199
244065540,2200
241135314,2201
241136200,2202
241094102,2202
246189106,2204
246036020,2205
243052611,2206
246161226,2207
241103307,2208
242079071,2209
245070035,2210
247020037,2211
247019085,2212
247039146,2213
245008244,2214
246039212,2215
245063482,2216
246114250,2217
242027145,2218
245065486,2219
244065264,2220
246041003,2221
247016107,2222
245013123,2223
242012088,2224
247047142,2225
243043081,2226
242005292,2227
244041425,2228
245030135,2229
247006354,2230
246049120,2231
243004322,2232
247003151,2233
244046261,2234
243002237,2235
244009007,2236
244069131,2237
245064060,2238
247023006,2239
245052235,2240
246152067,2241
245002212,2242
241038043,2243
244033272,2244
242051402,2245
241103182,2246
246143109,2247
245065422,2248
241094244,2249
247053240,2250
246156097,2251
241087197,2252
244036478,2253
241113176,2254
247051690,2255
242050141,2256
245067097,2257
244021021,2258
245058425,2259
244009034,2260
242071024,2261
246129294,2262
242001130,2263
242064373,2264
243027053,2265
245010608,2266
244022011,2267
241155095,2268
247029217,2269
246156565,2270
246150227,2271
247049173,2272
244038199,2273
242098172,2274
242012081,2275
241017059,2276
241137194,2277
246175060,2278
241087105,2279
245050114,2280
245064004,2281
241043028,2282
241133111,2283
241007165,2284
244065084,2285
245062045,2286
247023193,2287
244032044,2288
244009333,2289
244038190,2290
241053206,2291
242056263,2292
242056465,2293
244012083,2294
244043041,2295
241110413,2296
242097038,2297
245030382,2298
245006440,2299
246196262,2300
242026112,2301
242099079,2302
245067191,2303
241013223,2304
244034141,2305
243002108,2306
241114088,2307
241136247,2308
242025407,2309
247022224,2310
247009197,2311
243012165,2312
246194149,2313
241113018,2314
247049035,2315
241058112,2316
241133188,2317
246042135,2318
246159138,2319
242015253,2320
245016272,2321
245013105,2322
247020011,2323
246192037,2324
245065266,2325
244041311,2326
247001088,2327
242054285,2328
242101429,2329
247042693,2330
242090147,2331
246158271,2332
246044049,2333
244069098,2334
242063050,2335
241051122,2336
246129227,2337
241009073,2338
244029167,2339
244003052,2340
246162215,2341
242044086,2342
242055150,2343
242061069,2344
245010286,2345
246050136,2346
242082014,2347
245060051,2348
244021191,2349
244033399,2350
246155031,2351
241052119,2352
245063114,2353
246201031,2354
244041459,2355
241080245,2356
244025343,2357
246139196,2358
244045085,2359
242049202,2360
242074068,2361
246109121,2362
246169041,2363
241054035,2364
246158629,2365
246098041,2366
242075624,2367
242086348,2368
244011210,2369
245066407,2370
244046081,2371
247036117,2372
244050177,2373
242045258,2374
245063445,2375
242036369,2376
242021226,2377
245013036,2378
247051695,2379
247052100,2380
245054047,2381
246167280,2382
246055040,2383
246040094,2384
244057264,2385
245062260,2386
246027008,2387
245062132,2388
243021468,2389
241134404,2390
247051064,2391
241134317,2392
247035085,2393
245066099,2394
247035220,2395
246027107,2396
241104590,2397
247013094,2398
246039951,2399
246163194,2400
246170128,2401
247024215,2402
241102318,2403
242099077,2404
245016098,2405
246139158,2406
247011249,2407
246112029,2408
245058161,2409
245027577,2410
244001430,2411
246035160,2412
245021066,2413
244016128,2414
244051202,2415
246036113,2416
247007156,2417
243007074,2418
246162527,2419
246114018,2420
246183131,2421
242014152,2422
247011450,2423
244057432,2424
241026039,2425
242057286,2426
244007088,2427
242077181,2428
246091191,2429
242079013,2430
242075406,2431
242064340,2432
245065066,2433
242083315,2434
241049483,2435
241134023,2436
245010299,2436
244074001,2438
242020193,2439
242084101,2440
242098051,2441
241058021,2442
246023134,2443
242036306,2444
246206124,2445
244035202,2446
244061073,2447
241014205,2448
242093401,2449
246121247,2450
242056306,2451
246150271,2452
241003720,2453
241110246,2454
242030046,2455
245056298,2456
247037151,2457
246103269,2458
244048171,2459
244033280,2460
244048236,2461
242054119,2462
246144162,2463
241134229,2464
245006346,2465
242007027,2466
246008208,2467
243003226,2468
241093082,2469
244062054,2470
245020023,2471
242019608,2472
246027471,2473
242017376,2474
245055081,2475
246159201,2476
244025384,2477
241125049,2478
246014016,2479
242065224,2480
246039148,2481
241042083,2482
247004054,2483
243022125,2484
247019442,2485
246176026,2486
244037250,2487
246063495,2488
242064203,2489
242101165,2490
247037184,2491
247029215,2492
244047002,2493
242089007,2494
242045091,2495
247051244,2496
247013095,2497
246108040,2498
246050111,2499
247042235,2500
243021752,2501
245014001,2502
243025349,2503
247009516,2504
242014196,2505
242072423,2506
241104314,2507
243004007,2508
245062211,2509
242093362,2510
245062287,2511
246120077,2512
245022259,2513
246158139,2514
242017044,2515
247050024,2516
246039329,2517
241128154,2518
245053148,2519
242086202,2520
243012215,2521
246158184,2522
243051055,2523
246055227,2524
241004399,2525
241021046,2526
244038195,2527
247018517,2528
246012179,2529
241008036,2530
245059086,2531
242061058,2532
246139056,2533
243049052,2534
241109416,2535
241109599,2536
242083371,2537
242005022,2538
245065438,2539
241113059,2540
241006071,2541
244038104,2542
246029552,2543
242012218,2544
243051022,2545
242033066,2546
242059078,2547
246084062,2548
245038179,2549
241047067,2550
246167436,2551
245052261,2552
243024137,2553
247009239,2554
246131116,2555
241081066,2556
247004303,2557
246040104,2558
243018146,2559
247008403,2560
241033078,2561
246159640,2562
245064124,2563
241115014,2564
246011012,2565
241137035,2566
247038051,2567
246051010,2568
244073055,2569
246084035,2570
242088358,2571
245059020,2572
242035255,2573
246020092,2574
246118169,2575
242045436,2576
242066145,2577
241133679,2578
246088438,2579
242101433,2580
245052213,2581
241115132,2582
241112285,2583
246006052,2584
241003371,2585
246119160,2586
245021098,2587
244028034,2588
242077272,2589
244027171,2590
245056185,2591
247024007,2592
245023270,2593
241107175,2594
241102358,2595
241023201,2596
242073194,2597
247032209,2598
243010083,2599
245032168,2600
247035116,2601
246008065,2602
241049475,2603
241106163,2604
245065388,2605
241138044,2606
242073087,2607
244002070,2608
241108109,2609
245025101,2610
245049194,2611
243050003,2612
245020075,2613
242064018,2614
245058072,2615
247003307,2616
244076012,2617
246096010,2618
247035512,2619
247030086,2620
246052381,2621
242063282,2622
247031044,2623
242082152,2624
247053024,2625
242057206,2626
247021128,2627
242097026,2628
247031055,2629
246172028,2630
245023067,2631
242031007,2632
246002061,2633
245004017,2634
245060178,2635
245002313,2636
242004348,2637
243018138,2638
241040006,2639
241068058,2640
246160146,2641
241110351,2642
246131164,2643
242062182,2644
241106056,2645
245058129,2646
246198014,2647
244071133,2648
246176058,2649
246205111,2650
244024076,2651
242019659,2652
244051082,2653
246120191,2654
246029173,2655
246149007,2656
247037066,2657
241015053,2658
242029260,2659
241028081,2660
241026179,2661
241135077,2662
245062392,2663
241087023,2664
247042009,2665
247006414,2666
243052569,2667
247010162,2668
241092114,2669
245058196,2670
246089165,2671
244042008,2672
242044044,2673
246004041,2674
242057307,2675
242042139,2676
247008441,2677
241112348,2678
241010070,2679
246186023,2680
245017165,2681
246158512,2682
241112252,2683
246161663,2684
246141031,2685
241133379,2686
241135169,2687
243052635,2688
241110212,2689
241138005,2690
242083224,2691
247036092,2692
242034400,2693
241103375,2694
242005423,2695
245050069,2696
243031317,2697
247006080,2698
244041322,2699
246123076,2700
242027195,2701
242025174,2702
242053015,2703
242009085,2704
241107038,2705
242046005,2706
242043268,2707
242011146,2708
244047061,2709
247032063,2710
244070034,2711
242044089,2712
247039179,2713
241038205,2714
241111025,2715
241054025,2716
246090034,2717
244054131,2718
242017093,2719
241110222,2720
242015022,2721
247036051,2722
241101236,2722
241108126,2724
242016250,2725
241142004,2726
242045001,2727
242009203,2728
246180102,2729
244067197,2730
246111267,2731
241109126,2732
244061004,2733
246149080,2734
245057201,2735
241083314,2736
247013041,2737
242013060,2738
244045289,2739
247042350,2740
246129018,2741
247020019,2742
242007026,2743
244053300,2744
243052298,2745
247052241,2746
247049086,2747
242053099,2748
242019325,2749
247004164,2750
244054227,2751
242008190,2752
245056160,2753
246039098,2754
247053057,2755
245062170,2756
246094088,2757
247004551,2758
242089028,2759
245058094,2760
243029005,2761
245065417,2762
245062254,2763
241087021,2764
242092056,2765
241135697,2766
247011423,2767
247021371,2768
246131181,2769
247010015,2770
246158110,2771
245051076,2772
244036497,2773
245059221,2774
245064370,2775
241051040,2776
242001131,2777
246143071,2778
241102006,2779
244040004,2780
245030360,2781
242101467,2782
242021042,2783
244045091,2784
245058096,2785
241135124,2786
244051022,2787
246150068,2788
247024005,2789
247008179,2790
244024367,2791
242083074,2792
245059154,2793
244036008,2794
247053261,2795
246052060,2796
247003237,2797
244053015,2798
246118198,2799
247049075,2800
245060215,2801
242081276,2802
246088151,2803
242083097,2804
244027222,2805
242001476,2806
246150089,2807
243052038,2808
246045002,2809
241135414,2810
244044071,2811
241156023,2812
244039085,2813
245065334,2814
245057164,2815
241103429,2816
245058145,2817
244058173,2818
245066139,2819
246154278,2820
242102029,2821
244037148,2822
246141117,2823
247039283,2824
243043114,2825
246156381,2826
244030214,2827
244043254,2828
242017166,2829
244066421,2830
245030390,2831
241041170,2832
247001003,2833
246157170,2834
246027387,2835
247033094,2836
247013070,2837
247045318,2838
241103082,2839
245066193,2840
242056341,2841
241116263,2842
242091160,2843
241149090,2844
246015094,2845
243049101,2846
242029262,2847
243021799,2848
244014104,2849
241110116,2850
246039206,2851
246153291,2852
241113109,2853
245007027,2854
246167271,2855
246037132,2856
242082043,2857
241077204,2858
247009542,2858
245063091,2860
241103050,2861
247050130,2862
245008158,2863
244053176,2864
247054071,2865
245057242,2866
246081255,2867
241103276,2868
244043057,2869
246039582,2870
245052200,2871
247022338,2872
242088066,2873
246093173,2874
246166185,2875
241003717,2876
241101307,2877
247022167,2878
241026180,2879
245062303,2880
242019516,2881
246163404,2882
246094043,2883
242086116,2884
244025130,2885
241068131,2886
242069125,2887
241088022,2888
242034386,2889
242088182,2890
247051031,2891
246149005,2892
241084076,2893
247017053,2894
244066496,2895
241057070,2896
242090065,2897
245056105,2898
246149425,2899
244014226,2900
246123217,2901
241132008,2902
245062344,2903
242019153,2904
241109562,2905
247046080,2906
241107028,2907
241101766,2908
242036245,2909
241110284,2910
242051049,2911
246017003,2912
244032078,2913
244060146,2914
247053276,2915
244046292,2916
241131083,2917
242005056,2918
242019434,2919
245026130,2920
246153156,2921
247022017,2922
246027459,2923
242077132,2924
241083104,2925
245058261,2926
247006117,2927
244043162,2928
246038047,2929
244051266,2930
241155073,2931
242001505,2932
241109624,2933
241082082,2934
246163482,2935
242103226,2936
242060331,2937
241150057,2938
242043235,2939
242076028,2940
242051095,2941
246149492,2942
241135319,2943
241139014,2944
245062461,2945
247016139,2946
244038194,2947
246040058,2948
245067002,2949
242077204,2950
243052349,2951
246131048,2952
245051061,2953
247049159,2954
241044186,2955
242065133,2956
245061046,2957
241086012,2958
246103175,2959
247010142,2960
242036039,2961
243025424,2962
245010029,2963
241044176,2964
241126002,2965
246143040,2966
241064411,2967
244046231,2968
246150347,2969
247013108,2970
246029171,2971
242072030,2972
241122037,2973
241102424,2974
244011060,2975
246023213,2976
245030351,2977
246006123,2978
242006122,2979
241055084,2980
241101563,2981
242097187,2982
245057086,2983
241124101,2984
247011511,2985
241058121,2986
242083223,2987
241108057,2988
247039326,2989
244023017,2990
247029182,2991
246093146,2992
247039240,2993
241126060,2994
245064495,2995
242056328,2996
242019267,2997
242014395,2998
244031111,2999
241032154,3000
242019472,3001
244043048,3002
246173052,3003
241135480,3004
247014006,3005
242030255,3006
241149091,3007
245065012,3008
246119015,3009
246096104,3010
242005150,3011
244043215,3012
241109157,3013
242075439,3014
244051197,3015
244054231,3016
247031136,3017
245058192,3018
246093142,3019
244033222,3020
243052123,3021
244039431,3022
241041134,3023
245031206,3024
247011133,3025
242052142,3026
241052287,3027
246119122,3028
242011105,3029
241111173,3030
246021102,3031
241088010,3032
241128139,3033
247034050,3034
245018304,3035
246032164,3036
245020079,3037
245065148,3038
245063087,3039
246049067,3040
241071345,3041
246205060,3042
242046130,3043
246158582,3044
242043265,3045
247053324,3046
246165026,3047
246025133,3048
245008110,3049
247010264,3050
246162092,3051
242093457,3052
241099057,3053
246149551,3054
241044047,3055
246032009,3056
246088297,3057
241083177,3058
241010062,3059
244025275,3060
247022122,3061
246041009,3062
246050041,3063
241008008,3064
241094303,3065
246040118,3066
242049254,3067
247046232,3068
242004104,3069
241085037,3070
246166020,3071
241027007,3072
241094108,3073
247029127,3074
245033150,3075
246158516,3076
245058013,3077
246163259,3078
244001097,3079
247002132,3080
244059099,3081
244001352,3082
241119011,3083
243015057,3084
243012129,3085
242035214,3086
242092142,3087
246027402,3088
246052149,3089
242013371,3090
242027058,3091
241082171,3092
247021588,3093
244036295,3094
247051022,3095
246019051,3096
246111231,3097
245005421,3098
245058088,3099
247051232,3100
247023113,3101
243050017,3102
242022326,3103
245060068,3104
241016166,3105
247042443,3106
246168120,3107
247051340,3108
242032358,3109
247009135,3110
245010300,3111
242023005,3112
243004124,3113
242093053,3114
244042134,3115
241157068,3116
244063178,3117
244078123,3118
246157032,3119
242053120,3120
241080325,3121
246096163,3122
242036027,3123
247039018,3124
247053291,3125
244001144,3126
242024121,3127
242045316,3128
244033076,3129
247041393,3130
241042161,3131
243010020,3132
246032158,3133
241069162,3134
244041284,3135
242053261,3136
244033251,3137
245023006,3138
247053425,3139
241133435,3140
247053432,3141
241108162,3142
244070022,3143
242013272,3144
246156634,3145
244055243,3146
245014084,3147
245029163,3148
246123071,3149
247016058,3150
246135028,3151
246039695,3152
243026031,3153
247024372,3154
245070044,3155
246095021,3156
246085044,3157
243011217,3158
245005319,3159
241125124,3160
245064399,3161
246134062,3162
247021358,3163
242057159,3164
247013167,3165
246171129,3166
246044110,3167
241116342,3168
247039004,3169
245058429,3170
242081279,3171
246035279,3172
245065312,3173
247051506,3174
246094192,3175
242059338,3176
245062030,3177
246009065,3178
244026169,3179
242029095,3180
242097179,3181
246127020,3182
245007234,3183
242089153,3184
241080259,3185
246162504,3186
242014421,3187
247040053,3188
246053368,3189
241154014,3190
246088288,3191
244021392,3192
242050172,3193
241080233,3194
246126039,3195
246138030,3196
245066105,3197
242027155,3198
246161086,3199
242015083,3200
242025026,3201
244036367,3202
244025162,3203
243025124,3204
244014301,3205
242025349,3206
247022225,3207
242043193,3208
241051002,3209
244009082,3210
247027115,3211
241133717,3212
242025044,3213
241110062,3214
245056116,3215
242014021,3216
243052061,3217
242087059,3218
245057282,3219
244066440,3220
245058246,3221
245065307,3222
244012140,3223
242031008,3224
244077107,3225
246053342,3226
246053263,3227
247039077,3228
242064382,3229
244040021,3230
241004036,3231
245010416,3232
247024389,3233
247051198,3234
244039234,3235
242062274,3236
244015370,3237
247035151,3238
242060366,3239
246028014,3240
247022346,3241
245032115,3242
246065138,3243
247003138,3244
247011037,3245
242008044,3246
245044034,3247
242077040,3248
241058147,3249
243011186,3250
242084114,3251
243052157,3252
244032121,3253
244040138,3254
246115063,3255
245066196,3256
245024191,3257
246018112,3258
247039343,3259
242045377,3260
243007129,3261
247004193,3262
241109405,3263
247046156,3264
242075496,3265
244022164,3266
242018210,3267
246039214,3268
247010004,3269
246021167,3270
246178012,3271
246039139,3272
246039629,3273
242053270,3274
247052359,3275
245065356,3276
242001294,3277
242058093,3278
245006237,3279
241078118,3280
245063126,3281
244012026,3282
247044104,3283
247023246,3284
241069150,3285
246167150,3286
245004060,3287
243052127,3288
241106147,3289
245020167,3290
247042716,3291
241061161,3292
247010059,3293
242040167,3294
244015680,3295
241118083,3296
245064114,3297
241074036,3298
246039335,3299
241101084,3300
245063102,3301
241134240,3302
241043295,3303
242006135,3304
247004124,3305
243010092,3306
246163402,3307
246133048,3308
242012274,3309
243030057,3310
245054220,3311
245065281,3312
242103119,3313
241113150,3314
246139107,3315
246111219,3316
242058262,3317
245023359,3318
246135241,3319
242058376,3320
246049280,3321
246101359,3322
246029125,3323
242102273,3324
241112153,3325
241101703,3326
244002222,3327
244020398,3328
243024282,3329
246158004,3330
244054023,3331
245017040,3332
241134067,3333
242086169,3334
246038014,3335
246063248,3336
247021689,3337
243040172,3338
245056004,3339
241049139,3340
244025141,3341
247043398,3342
241107128,3343
243038018,3344
242081096,3345
246088724,3346
241039016,3347
246035017,3348
242090023,3349
241017125,3350
247053279,3351
243052316,3352
242007134,3353
243025234,3354
244036450,3355
241127005,3356
247053041,3357
241110077,3358
247018301,3359
246158082,3360
244019097,3361
245030323,3362
244067373,3363
242021219,3364
244054294,3365
245027427,3366
242075530,3367
241135178,3368
241089086,3369
245056175,3370
242059031,3371
244033384,3372
247006019,3373
247045004,3374
246129263,3375
245058243,3376
246101680,3377
241127134,3378
247004405,3379
246158246,3380
241082344,3381
242098142,3382
241135679,3383
246093130,3384
242065119,3385
246096182,3386
247041188,3387
246088129,3388
243036177,3389
242062257,3390
241108236,3391
241153028,3392
247034026,3393
246042164,3394
242045056,3395
243052325,3396
247010079,3397
241133350,3398
246022063,3399
246029034,3400
244029007,3401
242060419,3402
242066129,3403
242001457,3404
247018680,3405
245063278,3406
243052385,3407
242103066,3408
242009110,3409
246054045,3410
242084192,3411
243025370,3412
241105162,3413
242035256,3414
245016022,3415
241089035,3416
246040132,3417
241109410,3418
247037219,3419
246157105,3420
241101117,3421
241111144,3422
246149014,3423
247035273,3424
247012052,3425
245014027,3426
245064346,3427
242005331,3428
241023303,3429
246035039,3430
246012068,3431
241144168,3432
245064186,3433
244041202,3434
241134406,3435
242055296,3436
247001114,3437
245062089,3438
244033218,3439
246191011,3440
241109588,3441
247010109,3442
244015168,3443
241056132,3444
243015128,3445
245024424,3446
241112282,3447
246121231,3448
246126095,3449
247022085,3450
241115087,3451
247022197,3452
241078075,3453
241049510,3454
241048113,3455
243020016,3456
245039273,3457
245020051,3458
245020118,3459
245028067,3460
247051147,3461
246027059,3462
241068136,3462
241083445,3464
242070010,3465
246172138,3466
244006130,3467
245065330,3468
241079046,3469
241109493,3470
242098016,3471
244007078,3472
247016109,3473
246157248,3474
246039550,3475
245032065,3476
241116201,3477
247054180,3478
244002263,3479
244001236,3480
241116080,3481
247008421,3482
242082103,3483
243004120,3484
241134022,3485
241003817,3486
244056091,3487
247035417,3488
245057216,3489
241083342,3490
244053214,3491
244055058,3492
242034397,3493
242040296,3494
241128051,3495
246131045,3496
246149123,3497
243035224,3498
246157464,3499
247003006,3500
246112175,3501
245054194,3502
247032214,3503
242002101,3504
246035264,3505
244056121,3506
241154033,3507
242096014,3508
244019086,3509
242040274,3510
247041078,3511
246091459,3512
245020035,3513
245058372,3514
247019446,3515
246052263,3516
246024159,3517
241156051,3518
245025106,3519
245004096,3520
246055066,3521
245021059,3522
246039658,3523
245066337,3524
246011065,3525
246011112,3526
246020012,3527
242102096,3528
246155055,3529
246053302,3530
246052474,3531
241056074,3532
247021089,3533
244025284,3534
241007117,3535
242049391,3536
242004229,3537
241106177,3538
242090053,3539
245024106,3540
242045368,3541
244035190,3542
243043107,3543
241109118,3544
243034031,3545
246159190,3546
246014014,3547
242018332,3548
241092126,3549
241103132,3550
247012006,3551
244009301,3552
246119271,3553
242002217,3554
247051696,3555
241052132,3556
246157361,3557
243022199,3558
242020143,3559
242033235,3560
246149512,3561
241043287,3562
244074177,3563
242024269,3564
242004444,3565
242085154,3565
246042035,3567
246011029,3568
241136076,3569
247035335,3570
242019404,3571
244010110,3572
246056026,3573
242031120,3574
241053373,3575
244070142,3576
247024160,3577
242048213,3578
246039266,3579
242064195,3580
242061190,3581
247003434,3582
247037067,3583
247041026,3584
242004270,3585
242018077,3586
242049160,3587
247029099,3588
245020350,3589
242017236,3590
244041208,3591
243020092,3592
245020014,3593
242073409,3594
247009186,3595
243052395,3596
243030173,3597
242098060,3598
247015040,3599
243038017,3600
241140079,3601
247039070,3602
247051125,3603
243019103,3604
244034085,3605
247049021,3606
247043377,3607
243052497,3608
242026093,3609
244034123,3610
246121159,3611
244046102,3612
244050058,3613
241144010,3614
246049035,3615
246139195,3616
246088590,3617
245005472,3618
246052384,3619
245039403,3620
246091031,3621
243039069,3622
247035448,3623
247018614,3624
247051670,3625
247051618,3626
241020218,3627
241014086,3628
241110434,3629
246017075,3630
241112077,3631
244041251,3632
242088034,3633
242003137,3634
246107199,3635
247039420,3636
241001064,3637
244025191,3638
244002051,3639
242030381,3640
245005399,3641
242102092,3642
241085042,3643
241077043,3644
242057213,3645
241018058,3646
247041410,3647
245005452,3648
241049113,3649
246177070,3650
247003034,3651
241033125,3652
245057073,3653
244002213,3654
246108033,3655
242083065,3656
246057069,3657
242013295,3658
242008037,3659
245064103,3660
246084092,3661
244046065,3662
246119381,3663
241004418,3664
244046160,3665
242080152,3666
246093296,3667
242024055,3668
246088276,3669
241023030,3670
244021340,3671
242073442,3672
242040172,3673
245065178,3674
241053425,3675
244052188,3676
241130102,3677
242041258,3678
246129292,3679
246074069,3680
241005006,3681
244038111,3682
245009181,3683
241133032,3684
246162675,3685
246156686,3686
247038179,3687
247041127,3688
242011193,3689
246120140,3690
246138041,3691
245010378,3692
246160001,3693
241104309,3694
246049123,3695
241133263,3696
242019411,3697
242017092,3698
241041067,3699
244048093,3700
247053123,3701
242070217,3702
241007005,3703
242035257,3704
243024378,3705
241104407,3706
244036146,3707
244078120,3708
246029290,3709
247042404,3710
242060230,3711
244059132,3712
247042689,3713
247040063,3714
244030039,3715
246158069,3716
242054166,3717
247031003,3718
247017154,3719
246141049,3720
242087033,3721
246161503,3722
242076093,3723
241111033,3724
246002076,3725
246029380,3726
241129044,3727
244053246,3728
245022367,3729
245070140,3730
247010312,3731
243016033,3732
244043166,3733
245067017,3734
246141182,3735
246157257,3736
243038085,3737
247009082,3738
241023249,3739
246185036,3740
241101554,3741
242035119,3742
247035644,3743
246129120,3744
241136046,3745
246139145,3746
247021554,3747
245011047,3748
242006190,3749
241087147,3750
247004511,3751
244028037,3752
247021361,3753
244005192,3754
243011057,3755
245062213,3756
241113133,3757
242061010,3758
246107104,3759
246040164,3760
245066146,3761
244041453,3762
245066268,3763
243015019,3764
246089015,3765
247003166,3766
247008331,3767
242005379,3768
247039196,3769
245060139,3770
242096086,3771
247046272,3772
242018011,3773
241117016,3774
247042384,3775
245006380,3776
247004096,3777
247051292,3778
246039240,3779
243003209,3780
241095006,3781
241053067,3782
242054234,3783
241128101,3784
247008022,3785
241134347,3786
241023272,3787
244051130,3788
246124007,3789
242061143,3790
241134304,3791
247053391,3792
242011061,3793
244037089,3794
244021066,3795
245006050,3796
243052536,3797
242004200,3798
241050223,3799
247010111,3800
242001384,3801
242049209,3802
242022199,3803
245060164,3804
246119420,3805
246196267,3806
246131056,3807
241114009,3808
244038203,3809
246148140,3810
